property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
12333.0,-37.70768356,144.7670441,14 Roadhouse Wynd,SYDENHAM,5446000.0,house,2008,4.0,2.0,2.0,SC_048,3655,20000,993,39,0,hospital_057,7139,S_094,1134
52404.0,-37.822778,144.991814,15 Woodlawn Street,RICHMOND,10020000.0,house,2012,2.0,2.0,1.0,SC_024,2070,19908,218,10,0,hospital_146,480,S_076,1272
64830.0,-37.788509,145.296199,7 YANINA COURT,CROYDON,6058000.0,house,2011,3.0,1.0,2.0,SC_022,1752,19877,1836,54,0,hospital_164,4851,S_055,1813
85368.0,-37.880169,145.013017,20 Park Street,ELSTERNWICK,9200000.0,house,2014,2.0,1.0,2.0,SC_023,3342,19954,1412,16,0,hospital_080,457,S_193,999
2911.0,-37.81436,144.886504,16 Free Street,YARRAVILLE,7840000.0,house,2014,2.0,1.0,0.0,SC_043,3360,19996,405,15,0,hospital_056,1933,S_201,1782
38086.0,-37.785737,145.030504,2 Lucerne Crescent,ALPHINGTON,33300000.0,house,2013,4.0,3.0,2.0,SC_001,2054,19931,675,20,0,hospital_029,810,S_039,1827
23162.0,-37.75309,144.969633,78 The Avenue,COBURG,14300000.0,house,2014,5.0,3.0,1.0,SC_030,2875,19966,878,26,0,hospital_144,391,S_173,1032
20870.0,-37.76045227,144.9589539,246 Albion Street,BRUNSWICK,8064000.0,house,2008,4.0,1.0,1.0,SC_030,2738,19967,205,23,0,hospital_011,539,S_074,860
88228.0,-37.943797,145.039785,48 Worthing Road,MOORABBIN,6480000.0,house,2012,5.0,2.0,2.0,SC_046,423,19872,481,39,0,hospital_110,1035,S_069,507
42778.0,-37.71933746,145.0900879,11 Hedline Place,MACLEOD,5232000.0,house,2008,3.0,2.0,1.0,SC_017,4100,19984,1037,33,0,hospital_075,2183,S_020,1737
48506.0,-37.80714798,145.0529175,5 Downton Grove,KEW,11820000.0,house,2009,3.0,1.0,2.0,SC_099,1669,19903,1598,22,0,hospital_064,532,S_137,1834
17256.0,-37.702012,144.930313,43 Leonard Avenue,GLENROY,7943000.0,house,2015,3.0,1.0,0.0,SC_030,3540,20032,1475,0,0,hospital_184,4621,S_209,791
64546.0,-37.792149,145.275267,49 Toorak Avenue,CROYDON,8024000.0,house,2011,3.0,1.0,2.0,SC_022,1076,19878,665,50,0,hospital_164,2614,S_181,728
16144.0,-37.704998,144.895317,8 Paisley Court,GOWANBRAE,4400000.0,house,2010,3.0,2.0,2.0,SC_010,1244,20032,2438,0,0,hospital_184,3566,S_198,2026
35541.0,-37.713937,145.013006,74 Royal Parade,RESERVOIR,6656000.0,house,2013,2.0,1.0,1.0,SC_103,2642,20009,673,33,0,hospital_139,1696,S_225,2016
33087.0,-37.743278,145.007067,67 David Street,PRESTON,7950000.0,house,2012,3.0,1.0,0.0,SC_103,661,20013,797,25,0,hospital_035,1792,S_084,731
20442.0,-37.758765,144.971955,124 Donald Street,BRUNSWICK,10200000.0,house,2015,3.0,1.0,0.0,SC_030,3417,19966,1193,26,0,hospital_144,209,S_173,1609
45026.0,-37.6979866,145.1325836,4 Macka Avenue,GREENSBOROUGH,6720000.0,house,2009,4.0,2.0,2.0,SC_051,3750,19986,2004,40,0,hospital_075,3044,S_051,1249
45020.0,-37.689972,145.098685,4 Kariboo Grove,GREENSBOROUGH,5600000.0,house,2012,3.0,1.0,0.0,SC_062,3791,19985,1662,37,0,hospital_075,1598,S_210,1274
24047.0,-37.709631,144.965581,16 Piper Street,FAWKNER,4248000.0,house,2010,3.0,1.0,1.0,SC_030,2696,19962,721,33,0,hospital_139,3687,S_161,2004
89373.0,-37.958905,145.026907,24 Regent Court,SANDRINGHAM,14000000.0,house,2014,4.0,2.0,2.0,SC_079,1811,19872,1920,39,0,hospital_058,929,S_214,1340
88892.0,-37.947742,145.035566,441 Highett Road,HIGHETT,4640000.0,house,2014,2.0,1.0,0.0,SC_079,625,19872,704,39,0,hospital_110,1346,S_069,625
10852.0,-37.798331,144.928211,75 Ormond Street,KENSINGTON,5840000.0,house,2013,3.0,2.0,0.0,SC_011,1978,20026,324,10,0,hospital_114,413,S_086,1016
4020.0,-37.846109,144.86543,"1/22 Thorpe Street,",NEWPORT,4345000.0,house,2010,2.0,1.0,1.0,SC_033,2729,19994,2046,20,0,hospital_141,3264,S_056,2327
72421.0,-37.85221481,145.261261,48 Victoria Road,BAYSWATER,3696000.0,house,2005,3.0,1.0,2.0,SC_032,5105,19870,1227,47,0,hospital_002,826,S_139,1052
58632.0,-37.824473,145.170205,177 Central Road,NUNAWADING,7513000.0,house,2011,4.0,1.0,1.0,SC_002,486,19899,630,37,0,hospital_060,1753,S_202,671
10458.0,-37.795444,144.927918,36 Gower Street,KENSINGTON,7150000.0,house,2011,3.0,1.0,0.0,SC_011,1770,20041,327,14,0,hospital_114,280,S_086,753
88898.0,-37.947536,145.026256,46 Dalmont Street,HIGHETT,8640000.0,house,2013,3.0,1.0,2.0,SC_046,1532,19937,1675,38,0,hospital_058,1519,S_214,498
69016.0,-37.860939,145.037069,29 Dixon Street,MALVERN,28600000.0,house,2013,4.0,2.0,2.0,SC_023,1534,19944,992,19,0,hospital_183,358,S_235,909
68749.0,-37.867633,145.034206,11 Raleigh Street,MALVERN,13050000.0,house,2016,2.0,2.0,0.0,SC_023,1240,19944,561,19,0,hospital_157,458,S_235,898
7300.0,-37.739098,144.828602,2 Nebula Court,KEALBA,10400000.0,house,2016,5.0,3.0,2.0,SC_107,2593,20003,2700,31,0,hospital_005,2433,S_222,2919
76805.0,-37.917132,145.11468,36 Margaret Street,CLAYTON,8685000.0,house,2015,4.0,2.0,2.0,SC_042,4455,19915,948,38,0,hospital_077,676,S_169,916
9287.0,-37.858787,144.730052,129 Forsyth Road,TRUGANINA,6440000.0,house,2012,4.0,2.0,2.0,SC_053,2938,46468,2182,32,0,hospital_073,5851,S_007,1629
21400.0,-37.77403259,144.9613342,6 Edward Street,BRUNSWICK,5460000.0,house,2008,2.0,1.0,0.0,SC_007,3526,19969,304,20,0,hospital_024,1588,S_138,235
36092.0,-37.67369843,145.0355377,1/37 Lynne Street,LALOR,3990000.0,house,2009,3.0,1.0,1.0,SC_062,5913,20005,2035,42,0,hospital_053,2926,S_229,1834
70741.0,-37.879455,145.109254,337 Huntingdale Road,CHADSTONE,6120000.0,house,2013,3.0,1.0,2.0,SC_042,1985,19840,620,27,0,hospital_166,1844,S_112,2094
13168.0,-37.724793,144.767731,45 Flint Crescent,DELAHEY,4200000.0,house,2013,3.0,1.0,1.0,SC_048,3011,20000,2268,39,0,hospital_057,6135,S_094,2253
22265.0,-37.73847198,144.9584045,20 Murray Street,COBURG,5620000.0,house,2009,3.0,2.0,2.0,SC_030,1074,19965,652,28,0,hospital_084,1423,S_172,813
18427.0,-37.668261,144.93541,20 Rosedale Cres,DALLAS,3465000.0,house,2015,3.0,1.0,1.0,SC_072,2168,44817,1233,33,0,hospital_104,2312,S_153,1774
44234.0,-37.69747,145.108749,13 Delfin Crescent,GREENSBOROUGH,9792000.0,house,2013,3.0,2.0,2.0,SC_062,4916,19985,594,37,0,hospital_075,769,S_210,859
34414.0,-37.709067,145.02511,25 Beenak Street,RESERVOIR,6762000.0,house,2016,3.0,1.0,2.0,SC_047,2751,20009,1739,33,0,hospital_025,2136,S_225,1500
55769.0,-37.842835,145.063871,52 Athelstan Road,CAMBERWELL,19530000.0,house,2010,4.0,3.0,2.0,SC_099,1808,19851,966,16,0,hospital_168,1033,S_160,1068
73129.0,-37.865647,145.274637,1A Bailey Street,BORONIA,3640000.0,house,2012,3.0,2.0,1.0,SC_049,4573,19869,1184,29,0,hospital_049,940,S_024,1164
16711.0,-37.69901,144.939751,197 West Street,GLENROY,5335000.0,house,2012,3.0,1.0,1.0,SC_030,3254,19961,2134,35,0,hospital_104,4899,S_004,738
16671.0,-37.712312,144.907903,18 Loongana Avenue,GLENROY,6908000.0,house,2011,3.0,2.0,1.0,SC_082,1991,20032,1255,0,0,hospital_184,2749,S_209,1881
96497.0,-38.003163,145.261641,13 Surrey Close,HALLAM,4860000.0,house,2015,3.0,1.0,2.0,SC_077,1495,19885,1612,58,0,hospital_119,5028,S_212,470
41123.0,-37.693032,145.078862,76 Cheadle Crescent,BUNDOORA,5814000.0,house,2014,4.0,2.0,2.0,SC_062,3846,19984,1725,33,0,hospital_041,1778,S_020,2589
33927.0,-37.708493,145.00655,16 Broadhurst Avenue,RESERVOIR,8848000.0,house,2010,3.0,1.0,1.0,SC_103,2881,20009,334,33,0,hospital_139,1256,S_084,2644
71001.0,-37.845664,145.230991,10 Eldale Court,WANTIRNA,6525000.0,house,2016,4.0,1.0,2.0,SC_032,3019,19871,2189,41,0,hospital_179,517,S_226,2267
71003.0,-37.85910416,145.2307129,10 Georgian Gardens,WANTIRNA,5940000.0,house,2009,3.0,2.0,2.0,SC_032,4243,19871,3209,41,0,hospital_179,951,S_226,1348
30413.0,-37.767247,144.998406,8 Bent Street,NORTHCOTE,18190000.0,house,2016,3.0,1.0,1.0,SC_103,2553,20015,323,21,0,hospital_035,1122,S_105,1585
53415.0,-37.823596,145.010921,5 Wertheim Street,RICHMOND,8120000.0,house,2011,3.0,1.0,1.0,SC_038,1576,19906,520,12,0,hospital_122,874,S_102,1556
41744.0,-37.74089,145.088483,18 Warren Road,VIEWBANK,5840000.0,house,2015,3.0,1.0,1.0,SC_009,2292,19936,2493,27,0,hospital_066,3248,S_154,2352
77688.0,-37.9288435,145.1522565,2/7-9 Roberts Avenue,MULGRAVE,4092000.0,house,2014,2.0,1.0,1.0,SC_073,4280,19914,1734,41,0,hospital_065,3533,S_075,2251
16579.0,-37.7065773,144.9495392,15 Richard Street,HADFIELD,4620000.0,house,2008,3.0,1.0,1.0,SC_030,2354,19961,1169,35,0,hospital_084,4441,S_004,1202
7126.0,-37.787175,144.827408,92 Anderson Road,SUNSHINE,3105000.0,house,2012,4.0,1.0,2.0,SC_102,815,20021,621,25,0,hospital_174,1033,S_080,809
54320.0,-37.81746,145.04185,26 Elphin Grove,HAWTHORN,30480000.0,house,2014,5.0,2.0,2.0,SC_083,749,19903,632,22,0,hospital_127,1052,S_208,747
19786.0,-37.671346,144.89772,59 Harricks Crescent,ATTWOOD,2826000.0,house,2014,3.0,1.0,2.0,SC_059,2092,20030,2660,0,0,hospital_104,3149,S_153,2733
73068.0,-37.86597,145.295776,17 Pinevale Court,BORONIA,3640000.0,house,2014,3.0,2.0,0.0,SC_049,2949,19869,1364,29,0,hospital_049,1486,S_146,1147
92952.0,-37.986818,145.096522,20 Keefer Street,MORDIALLOC,6490000.0,house,2014,3.0,1.0,1.0,SC_003,1655,19863,2056,44,0,hospital_001,2659,S_003,2169
58313.0,-37.81641,145.149975,70 Williams Road,BLACKBURN,6490000.0,house,2014,3.0,1.0,0.0,SC_002,2408,19898,334,35,0,hospital_060,1657,S_018,1402
40382.0,-37.706375,145.066589,31 Thornton Avenue,BUNDOORA,8265000.0,house,2010,4.0,2.0,3.0,SC_017,4512,19983,1814,30,0,hospital_037,1117,S_155,1481
89304.0,-37.948454,145.010982,2 Hobson Street,SANDRINGHAM,20250000.0,house,2015,4.0,2.0,2.0,SC_046,3153,19948,734,28,0,hospital_036,977,S_214,1271
27408.0,-37.58681107,144.9216614,6 Mulberry Pass,CRAIGIEBURN,3132000.0,house,2008,3.0,2.0,1.0,SC_016,1031,40221,2771,19,0,hospital_104,5821,S_178,1521
82588.0,-37.912365,145.254752,15 Trevena Close,ROWVILLE,6045000.0,house,2010,3.0,1.0,2.0,SC_049,6175,19868,5310,0,0,hospital_026,5210,S_027,2849
48594.0,-37.79998779,145.0491943,591 High Street,KEW,4500000.0,house,2009,3.0,2.0,0.0,SC_083,2405,19903,2078,22,0,hospital_064,800,S_137,1837
24152.0,-37.698553,144.961965,20 Disney Street,FAWKNER,5607000.0,house,2016,3.0,1.0,2.0,SC_030,3355,19961,394,35,0,hospital_139,4375,S_161,919
88398.0,-37.950121,145.02683,10 Wilson Street,HIGHETT,8700000.0,house,2013,3.0,2.0,2.0,SC_079,1587,19872,1681,39,0,hospital_058,1368,S_214,676
14187.0,-37.752218,144.90125,28 Forrester Street,ESSENDON,18360000.0,house,2015,3.0,2.0,2.0,SC_082,1728,20037,1699,0,0,hospital_184,998,S_197,1241
77765.0,-37.929274,145.177098,24 Kambara Drive,MULGRAVE,7224000.0,house,2010,3.0,1.0,1.0,SC_073,2322,19891,2952,45,0,hospital_124,3863,S_067,1409
41151.0,-37.688786,145.057951,8 Cabernet Crescent,BUNDOORA,8460000.0,house,2010,5.0,3.0,2.0,SC_062,4568,19984,3517,33,0,hospital_041,606,S_155,967
68739.0,-37.864185,145.035728,11 Cummins Grove,MALVERN,14520000.0,house,2015,2.0,1.0,0.0,SC_023,1353,19944,740,19,0,hospital_157,322,S_235,840
44044.0,-37.695417,145.118781,10  Crest Street,GREENSBOROUGH,10920000.0,house,2016,3.0,2.0,2.0,SC_051,4972,19985,1408,37,0,hospital_075,1689,S_210,1936
64700.0,-37.800789,145.280087,6 Birdwood Road,CROYDON,5488000.0,house,2016,3.0,2.0,1.0,SC_022,367,19878,492,50,0,hospital_164,2800,S_182,253
37746.0,-37.655062,145.04006,72 Hendersons Road,EPPING,6160000.0,house,2012,4.0,3.0,2.0,SC_062,5067,20005,1132,42,0,hospital_053,2642,S_229,2484
51949.0,-37.80633545,145.2095032,5 Chaim Court,DONVALE,8140000.0,house,2009,3.0,2.0,2.0,SC_032,2228,19901,1205,42,0,hospital_010,1755,S_040,2203
64872.0,-37.78471,145.29053,8 BARTLETT AVENUE,CROYDON,6832000.0,house,2015,3.0,1.0,3.0,SC_022,1555,19878,1478,50,0,hospital_164,4424,S_181,1480
13766.0,-37.74588776,144.9280548,12 Cameron Road,ESSENDON,6402000.0,house,2009,3.0,1.0,0.0,SC_082,2727,20035,224,0,0,hospital_128,2313,S_197,1962
69882.0,-37.858068,145.106151,3 Hazel Court,ASHWOOD,10650000.0,house,2013,4.0,2.0,2.0,SC_042,2398,19840,1564,27,0,hospital_089,1336,S_112,1577
66434.0,-37.776847,145.323402,48 Struan Avenue,MOOROOLBARK,5220000.0,house,2014,5.0,2.0,2.0,SC_084,2010,19877,1422,54,0,hospital_113,3749,S_168,1714
11062.0,-37.774208,144.87547,11 Cedar Drive,MARIBYRNONG,7920000.0,house,2016,5.0,2.0,2.0,SC_052,1157,20022,2672,21,0,hospital_056,2096,S_131,1481
21104.0,-37.772209,144.963625,35 Charles Street,BRUNSWICK,9625000.0,house,2016,2.0,1.0,1.0,SC_008,3678,19969,602,20,0,hospital_144,1697,S_138,399
3664.0,-37.819492,144.887707,52 Buninyong Street,YARRAVILLE,5650000.0,house,2012,2.0,1.0,1.0,SC_043,3746,19996,414,15,0,hospital_056,2406,S_201,2056
69071.0,-37.852736,145.03025,312 Glenferrie Road,MALVERN,4544000.0,house,2016,4.0,3.0,2.0,SC_023,2559,19910,1224,12,0,hospital_157,970,S_235,695
31275.0,-37.756468,144.985198,46 Newman Street,THORNBURY,4977000.0,house,2013,4.0,1.0,2.0,SC_103,2418,20015,1492,21,0,hospital_144,1491,S_105,2110
14046.0,-37.757864,144.931967,20 Kendall Street,ESSENDON,6920000.0,house,2010,3.0,1.0,1.0,SC_011,2844,20035,1399,0,0,hospital_007,1763,S_025,1482
43599.0,-37.708131,145.084328,21 Crellin Crescent,WATSONIA,9945000.0,house,2015,3.0,1.0,2.0,SC_017,4689,19984,264,33,0,hospital_075,2413,S_020,1779
31523.0,-37.75731,145.007322,88 Mansfield Street,THORNBURY,16405000.0,house,2016,3.0,1.0,1.0,SC_103,1723,20014,995,23,0,hospital_035,514,S_105,701
80615.0,-37.99866,145.206395,1 Haresta Avenue,DANDENONG,9010000.0,house,2016,4.0,1.0,2.0,SC_117,1390,19888,876,53,0,hospital_119,1867,S_184,1545
12981.0,-37.698565,144.751678,32 Pimelea Way,HILLSIDE,5876000.0,house,2016,4.0,2.0,1.0,SC_048,3325,20000,2515,39,0,hospital_057,8978,S_163,418
89651.0,-37.9605217,145.0269928,70 Spring Street,SANDRINGHAM,7515000.0,house,2008,3.0,1.0,1.0,SC_079,1880,19872,1990,39,0,hospital_058,912,S_214,1480
21063.0,-37.77614,144.954911,329 Brunswick Road,BRUNSWICK,22780000.0,house,2016,4.0,1.0,2.0,SC_007,3447,19969,436,20,0,hospital_024,1112,S_074,809
5797.0,-37.79344559,144.8457184,5 Kenross Court,BRAYBROOK,4920000.0,house,2008,3.0,1.0,2.0,SC_102,1688,20021,1497,25,0,hospital_174,2052,S_149,1757
79727.0,-37.987686,145.178223,16 Devonshire Drive,KEYSBOROUGH,3848000.0,house,2014,3.0,1.0,2.0,SC_057,713,19889,1720,50,0,hospital_096,969,S_079,808
91451.0,-37.97993088,145.0366211,24 Clonmore Street,BEAUMARIS,6360000.0,house,2009,3.0,1.0,2.0,SC_079,2853,19866,2335,36,0,hospital_055,1718,S_023,2838
77610.0,-37.937234,145.202763,19 Portland Street,MULGRAVE,5144000.0,house,2015,3.0,1.0,2.0,SC_073,3393,19889,3950,50,0,hospital_161,1159,S_067,1592
85325.0,-37.87775,145.002535,182 Glen Eira Road,ELSTERNWICK,15210000.0,house,2015,3.0,2.0,2.0,SC_015,2565,19954,664,16,0,hospital_009,727,S_193,927
90534.0,-37.970205,145.082092,31 Hibiscus Avenue,CHELTENHAM,8060000.0,house,2011,4.0,2.0,2.0,SC_003,780,19865,2163,38,0,hospital_109,1069,S_003,1379
42351.0,-37.747432,145.064976,50 St James Road,HEIDELBERG,9440000.0,house,2015,3.0,1.0,1.0,SC_017,856,19936,435,27,0,hospital_066,797,S_100,1137
47538.0,-37.710526,145.150306,8 Elsa Court,ELTHAM,7200000.0,house,2010,3.0,2.0,0.0,SC_051,3526,19987,390,44,0,hospital_075,4971,S_194,949
82532.0,-37.912043,145.254885,11 Trevena Close,ROWVILLE,5800000.0,house,2013,3.0,2.0,2.0,SC_049,6153,19868,5281,0,0,hospital_026,5237,S_027,2850
47432.0,-37.714749,145.165194,66 Wycliffe Crescent,ELTHAM,4850000.0,house,2012,4.0,2.0,2.0,SC_051,3802,19987,1936,44,0,hospital_075,6662,S_194,801
63937.0,-37.784632,145.280699,214A Maroondah Highway,CROYDON,6798000.0,house,2015,4.0,2.0,3.0,SC_022,1348,19878,988,50,0,hospital_164,3505,S_181,1040
43110.0,-37.716847,145.073883,35 Dunvegan Crescent,MACLEOD,4260000.0,house,2011,4.0,2.0,2.0,SC_017,3601,19983,988,30,0,hospital_037,2304,S_155,2688
60189.0,-37.823756,145.185783,65 Rooks Road (Cnr Grace Crt),MITCHAM,14280000.0,house,2016,3.0,2.0,2.0,SC_088,800,19900,866,40,0,hospital_010,1528,S_202,1064
2266.0,-37.779827,144.866386,41 Radio Street,MAIDSTONE,6688000.0,house,2010,2.0,1.0,3.0,SC_043,1371,20022,1809,21,0,hospital_056,2516,S_131,1177
68556.0,-37.856455,145.021244,4a Clarendon Street,ARMADALE,10640000.0,house,2010,3.0,2.0,2.0,SC_038,2046,19945,213,23,0,hospital_092,1026,S_013,888
23661.0,-37.642653,144.900318,47 Linlithgow Way,GREENVALE,7550000.0,house,2015,4.0,3.0,2.0,SC_075,2059,44817,3316,33,0,hospital_104,2354,S_211,2069
1230.0,-37.798227,144.90012,59 Nicholson Street,FOOTSCRAY,10400000.0,house,2012,2.0,1.0,1.0,SC_011,2294,20025,430,14,0,hospital_003,1339,S_201,328
2444.0,-37.806651,144.884378,68 Williamstown Road,KINGSVILLE,3872000.0,house,2011,3.0,1.0,0.0,SC_043,2807,20023,453,19,0,hospital_056,1247,S_201,1609
68031.0,-37.84822464,145.0070496,2C Mathoura Road,TOORAK,19800000.0,house,2009,3.0,3.0,2.0,SC_038,710,19947,638,20,0,hospital_132,575,S_115,199
1337.0,-37.806562,144.884944,69 Williamstown Road,SEDDON,7938000.0,house,2012,2.0,1.0,1.0,SC_043,2861,20023,434,19,0,hospital_056,1230,S_201,1547
50865.0,-37.78942871,145.1302185,16 Gifford Road,DONCASTER,11060000.0,house,2009,3.0,1.0,1.0,SC_091,517,20042,2891,31,0,hospital_194,2224,S_188,726
66134.0,-37.791819,145.322972,27 Swinburne Avenue,MOOROOLBARK,7600000.0,house,2010,4.0,2.0,2.0,SC_084,3242,19877,1342,54,0,hospital_113,4473,S_224,1693
8518.0,-37.764495,144.785117,43 Minvi Tce,CAIRNLEA,6325000.0,house,2010,4.0,2.0,0.0,SC_107,4194,20002,2439,33,0,hospital_057,3291,S_159,757
90795.0,-37.970997,145.040344,50 Weatherall Road (Beaumaris Border),CHELTENHAM,5040000.0,house,2012,3.0,1.0,2.0,SC_079,1996,19866,1631,36,0,hospital_055,1539,S_069,1996
5673.0,-37.788539,144.859134,27 Hampden Street,BRAYBROOK,6105000.0,house,2015,3.0,1.0,1.0,SC_043,535,20022,1063,21,0,hospital_056,3041,S_149,535
83940.0,-37.855846,144.99478,37 McIlwrick Street,WINDSOR,9625000.0,house,2010,2.0,1.0,0.0,SC_066,790,19957,306,11,0,hospital_063,366,S_053,1195
66202.0,-37.762828,145.331819,3 TRENTON PLACE,MOOROOLBARK,5310000.0,house,2016,4.0,2.0,2.0,SC_084,2036,19876,1891,59,0,hospital_113,2558,S_168,1512
2521.0,-37.7861,144.879904,8 Havelock Street,MAIDSTONE,9230000.0,house,2016,4.0,1.0,1.0,SC_052,1379,20023,1552,19,0,hospital_056,948,S_049,1568
5772.0,-37.794053,144.853981,4 Windsor,BRAYBROOK,3416000.0,house,2011,3.0,1.0,1.0,SC_043,838,20022,1104,21,0,hospital_174,2814,S_149,838
7905.0,-37.779842,144.801516,56 Maxweld Street,ARDEER,4340000.0,house,2013,4.0,2.0,2.0,SC_102,3575,20003,2220,31,0,hospital_057,2277,S_130,1692
28241.0,-37.799471,144.983276,324 Gore Street,FITZROY,10600000.0,house,2015,3.0,1.0,0.0,SC_068,1865,19975,1244,10,0,hospital_178,858,S_060,179
94382.0,-37.954118,145.082692,40 Carnoustie Parade,HEATHERTON,11305000.0,house,2012,5.0,2.0,2.0,SC_003,1707,19865,3196,38,0,hospital_109,1172,S_003,2802
61921.0,-37.82123947,145.2225647,4 Keith Grove,RINGWOOD,6752000.0,house,2009,2.0,1.0,1.0,SC_032,1042,19902,864,44,0,hospital_105,2463,S_040,1093
26618.0,-37.589172,144.938953,35 Emerald Circuit,CRAIGIEBURN,4459000.0,house,2012,3.0,2.0,1.0,SC_110,825,40221,1250,19,0,hospital_104,5973,S_178,705
2040.0,-37.789702,144.876606,24 Albert Facey Street,MAIDSTONE,6630000.0,house,2011,2.0,1.0,1.0,SC_043,1718,20023,1468,19,0,hospital_056,1112,S_149,1718
90387.0,-37.962964,145.051443,26 Gilford Grove,CHELTENHAM,5400000.0,house,2011,2.0,1.0,1.0,SC_079,1710,19866,483,36,0,hospital_082,638,S_023,582
35588.0,-37.692075,144.975462,8 Anstey Avenue,RESERVOIR,7276000.0,house,2010,3.0,1.0,1.0,SC_030,4633,19961,2006,35,0,hospital_139,3424,S_161,1927
91989.0,-37.984747,145.052892,13 Sea Parade,MENTONE,14560000.0,house,2015,3.0,1.0,2.0,SC_079,3505,19865,1391,38,0,hospital_055,444,S_011,1100
27656.0,-37.58749,144.938755,7 Woodbine Close,CRAIGIEBURN,4880000.0,house,2014,3.0,1.0,1.0,SC_110,980,40221,1400,19,0,hospital_104,6109,S_178,794
70141.0,-37.869111,145.071012,5 Chamberlain Street,ASHBURTON,9500000.0,house,2012,2.0,1.0,2.0,SC_041,1981,19838,735,22,0,hospital_108,1152,S_048,2015
9538.0,-37.865955,144.723997,40 Parkvista Drive,TRUGANINA,4840000.0,house,2015,4.0,2.0,2.0,SC_092,2501,46468,2634,32,0,hospital_073,5035,S_001,2064
9413.0,-37.859437,144.720316,24 Barchester Avenue,TRUGANINA,3200000.0,house,2011,4.0,2.0,2.0,SC_053,1954,19922,3055,36,0,hospital_073,4804,S_007,2612
49167.0,-37.808819,145.068165,2 Haig Street,DEEPDENE,19800000.0,house,2013,4.0,2.0,2.0,SC_099,1810,19892,1558,26,0,hospital_064,2210,S_137,1485
20828.0,-37.7656093,144.9646076,23 Blyth Street,BRUNSWICK,8343000.0,house,2013,5.0,1.0,0.0,SC_030,3428,19967,590,23,0,hospital_144,1154,S_074,639
93627.0,-38.02348709,145.0982513,7 Gladstone Avenue,ASPENDALE,15680000.0,house,2009,3.0,1.0,1.0,SC_003,4887,19862,551,46,0,hospital_001,4123,S_119,1908
53020.0,-37.8213807,145.0096557,31 Type Street,RICHMOND,10725000.0,house,2013,2.0,1.0,0.0,SC_038,1757,19906,610,12,0,hospital_122,681,S_102,1736
55491.0,-37.836556,145.080312,3/107 Wattle Valley Road,CAMBERWELL,4180000.0,house,2016,3.0,2.0,2.0,SC_099,2718,19850,859,41,0,hospital_089,2450,S_160,1046
73508.0,-37.867811,145.277358,3/47 Hazelwood Road,BORONIA,4800000.0,house,2016,4.0,2.0,2.0,SC_049,4211,19869,1032,29,0,hospital_049,763,S_024,980
85803.0,-37.883123,144.99811,7 McCombie Street,ELSTERNWICK,19550000.0,house,2013,3.0,1.0,3.0,SC_015,2341,19954,344,16,0,hospital_116,1269,S_193,946
23228.0,-37.748178,144.949277,89 Donne Street,COBURG,5352000.0,house,2011,3.0,1.0,1.0,SC_030,1440,19966,1510,26,0,hospital_084,1149,S_172,1872
11344.0,-37.783862,144.885255,3 Valnere Street,MARIBYRNONG,14484000.0,house,2010,4.0,2.0,3.0,SC_052,1011,20023,1634,19,0,hospital_056,850,S_049,1067
26530.0,-37.583841,144.93096,32 Fawkner Lane,CRAIGIEBURN,5792000.0,house,2016,3.0,2.0,1.0,SC_005,1442,40221,2139,19,0,hospital_104,6202,S_178,985
37416.0,-37.636987,145.025511,4 Sparta Link,EPPING,4796000.0,house,2015,3.0,2.0,2.0,SC_062,6811,20005,1495,42,0,hospital_053,1666,S_196,1729
67926.0,-37.849437,145.019573,2 Devorgilla Avenue,TOORAK,29900000.0,house,2010,3.0,2.0,2.0,SC_038,1497,19945,640,23,0,hospital_132,1264,S_235,1429
62585.0,-37.823091,145.249486,158 Bedford Road,HEATHMONT,5985000.0,house,2015,2.0,1.0,0.0,SC_032,2487,19871,728,41,0,hospital_105,1305,S_190,2358
53377.0,-37.811372,144.993313,48 Elizabeth St,RICHMOND,21630000.0,house,2013,4.0,2.0,0.0,SC_068,2388,19977,126,7,0,hospital_172,534,S_076,299
82394.0,-37.9788208,145.239212,74 Botanical Grove,DOVETON,3444000.0,house,2008,4.0,2.0,0.0,SC_077,2615,19888,3436,53,0,hospital_119,2326,S_195,2078
69853.0,-37.8729048,145.0701408,28 Glen Road,ASHBURTON,19500000.0,house,2009,4.0,3.0,2.0,SC_041,1674,19838,376,22,0,hospital_108,1167,S_048,1713
46864.0,-37.69863129,145.1686249,21 Parsons Road,ELTHAM,5082000.0,house,2008,3.0,1.0,0.0,SC_051,2486,19988,2574,48,0,hospital_075,7011,S_194,1906
13794.0,-37.754375,144.930864,126 Tennyson Street,ESSENDON,7000000.0,house,2012,3.0,1.0,2.0,SC_030,2933,20035,1058,0,0,hospital_007,1993,S_025,1611
32871.0,-37.7442131,145.0010681,5 Emery Street,PRESTON,9296000.0,house,2009,3.0,1.0,2.0,SC_103,433,20013,159,25,0,hospital_035,1864,S_084,674
13202.0,-37.71667,144.77045,5 Aitken Drive,DELAHEY,5360000.0,house,2014,3.0,2.0,2.0,SC_048,3545,20000,1472,39,0,hospital_057,6319,S_094,1456
